"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_is_even[10-True]","tests","Thu Mar 13 18:33:42 UTC 2025","passed","Thu Mar 13 18:33:42 UTC 2025","","test_utils","",""
"","0","test_is_even[2-True]","tests","Thu Mar 13 18:33:42 UTC 2025","passed","Thu Mar 13 18:33:42 UTC 2025","","test_utils","",""
"","0","test_is_odd[7-True]","tests","Thu Mar 13 18:33:42 UTC 2025","passed","Thu Mar 13 18:33:42 UTC 2025","","test_utils","",""
"","","test_add","tests","","unknown","","","test_calculator","",""
"","0","test_multiply","tests","Thu Mar 13 18:33:03 UTC 2025","passed","Thu Mar 13 18:33:03 UTC 2025","","test_calculator","",""
"","0","test_is_odd[2-False]","tests","Thu Mar 13 18:33:42 UTC 2025","passed","Thu Mar 13 18:33:42 UTC 2025","","test_utils","",""
"","0","test_is_odd[10-False]","tests","Thu Mar 13 18:33:42 UTC 2025","passed","Thu Mar 13 18:33:42 UTC 2025","","test_utils","",""
"","0","test_is_even_with_fixture","tests","Thu Mar 13 18:33:42 UTC 2025","passed","Thu Mar 13 18:33:42 UTC 2025","","test_utils","",""
"","0","test_is_odd[3-True]","tests","Thu Mar 13 18:33:42 UTC 2025","passed","Thu Mar 13 18:33:42 UTC 2025","","test_utils","",""
"","0","test_is_even[3-False]","tests","Thu Mar 13 18:33:42 UTC 2025","passed","Thu Mar 13 18:33:42 UTC 2025","","test_utils","",""
"","0","test_is_even[7-False]","tests","Thu Mar 13 18:33:42 UTC 2025","passed","Thu Mar 13 18:33:42 UTC 2025","","test_utils","",""
"","0","test_divide","tests","Thu Mar 13 18:33:03 UTC 2025","passed","Thu Mar 13 18:33:03 UTC 2025","","test_calculator","",""
"","1","test_subtract","tests","Thu Mar 13 18:33:03 UTC 2025","passed","Thu Mar 13 18:33:03 UTC 2025","","test_calculator","",""
"","0","test_divide_by_zero","tests","Thu Mar 13 18:33:03 UTC 2025","passed","Thu Mar 13 18:33:03 UTC 2025","","test_calculator","",""
