"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_is_odd[10-False]","tests","2025-11-10","passed","2025-11-10","","test_utils","",""
"","0","test_is_even[7-False]","tests","2025-11-10","passed","2025-11-10","","test_utils","",""
"","0","test_is_even[3-False]","tests","2025-11-10","passed","2025-11-10","","test_utils","",""
"","0","test_is_odd[7-True]","tests","2025-11-10","passed","2025-11-10","","test_utils","",""
"","","test_add","tests","","unknown","","","test_calculator","",""
"","0","test_is_even_with_fixture","tests","2025-11-10","passed","2025-11-10","","test_utils","",""
"","0","test_is_odd[2-False]","tests","2025-11-10","passed","2025-11-10","","test_utils","",""
"","1","test_is_even[2-True]","tests","2025-11-10","passed","2025-11-10","","test_utils","",""
"","1","test_multiply","tests","2025-11-10","passed","2025-11-10","","test_calculator","",""
"","0","test_subtract","tests","2025-11-10","passed","2025-11-10","","test_calculator","",""
"","0","test_is_even[10-True]","tests","2025-11-10","passed","2025-11-10","","test_utils","",""
"","0","test_divide_by_zero","tests","2025-11-10","passed","2025-11-10","","test_calculator","",""
"","0","test_is_odd[3-True]","tests","2025-11-10","passed","2025-11-10","","test_utils","",""
"","0","test_divide","tests","2025-11-10","passed","2025-11-10","","test_calculator","",""
